"","p"
"6165",0.0294753814812638
"6166",0.00283737373737374
"6167",0.000888888888888889
"6168",0
"6169",0
"6170",0.00173888888888889
"6171",0
"6172",0.00129444444444444
"6173",0.00128888888888889
"6174",0.00338730158730159
"6175",0.00248611111111111
"6176",0
"6177",0.00534285714285714
"6178",0.836141841002136
"6179",0.00432385392385392
"6180",0.00187320261437908
"6181",0.0148412698412698
"6182",0
"6183",0.00767303807303807
"6184",0.00640131779984721
"6185",0
"6186",0
"6187",0
"6188",0.00217264957264957
"6189",0.00197435897435897
"6190",0.000355555555555556
"6191",0.00783949792038027
"6192",0.610436697452874
"6193",0
"6194",0
"6195",0.000585858585858586
"6196",0.00189935897435897
"6197",0
"6198",0
"6199",0.000381818181818182
"6200",0
"6201",0.0268283166180225
"6202",0.000444444444444444
"6203",0.0265051474669121
"6204",0
"6205",0.00544506604506605
"6206",0.0043763197586727
"6207",0.182913384981032
"6208",4e-04
"6209",0.00259969834087481
"6210",0.000444444444444444
"6211",0.00195555555555556
"6212",0
"6213",0.0169330808080808
"6214",0
"6215",0.0157761663173428
"6216",0
"6217",0.000444444444444444
"6218",0.00331919191919192
"6219",0.0022
"6220",0.000666666666666667
"6221",8e-04
"6222",0.00143030303030303
"6223",0.00187619047619048
"6224",0
"6225",0
"6226",0.000422222222222222
"6227",0.00857018781871723
"6228",0.0167062545297839
"6229",0.000805555555555556
"6230",0
"6231",0.010351247771836
"6232",0.00390037348272642
"6233",0.00151111111111111
"6234",0.00223935786435786
"6235",0.00375555555555556
"6236",0.00493294369029663
"6237",0.00193333333333333
"6238",0.00104444444444444
"6239",0.013334538500715
"6240",0.0356126762126762
"6241",0.0134527968763263
"6242",0.0125743256743257
"6243",0
"6244",0.0168769454401807
"6245",0.00155555555555556
"6246",0.0020297841047841
"6247",0.00426085858585859
"6248",0.304260372960373
"6249",0
"6250",0
"6251",0
"6252",0
"6253",0.000666666666666667
"6254",0
"6255",0.00829517231134878
"6256",0.00435215389185977
"6257",0
"6258",0.004553956947765
"6259",0.00785959595959596
"6260",0
"6261",0.00106666666666667
"6262",0.00117777777777778
"6263",0.0385381167851756
"6264",0
"6265",0.00156495726495726
"6266",0.00395555555555556
"6267",2e-04
"6268",0.000888888888888889
"6269",0
"6270",0.00211722999222999
"6271",0.0545515197221079
"6272",0.00128888888888889
"6273",0
"6274",0
"6275",0.00807738095238095
"6276",0.000666666666666667
"6277",0.00127070707070707
"6278",0.000222222222222222
"6279",0
"6280",0
"6281",0
"6282",0
"6283",0
"6284",0.00308055555555556
"6285",0.00412043512043512
"6286",0.0139632478632479
"6287",0.000666666666666667
"6288",0.00312418300653595
"6289",0.0340785180505768
"6290",0.000117647058823529
"6291",0.0025010101010101
"6292",0.0208463862934451
"6293",0.00971499333999334
"6294",0.00426111111111111
"6295",0.000181818181818182
"6296",0.0966997731027142
"6297",0
"6298",0.000222222222222222
"6299",0.0118019953902307
"6300",0.0215882636970872
"6301",0.00791515151515152
"6302",0.00249271561771562
"6303",0
"6304",0
"6305",0.00144848484848485
"6306",0.00161666666666667
"6307",2e-04
"6308",0.00580653594771242
"6309",0.0645562953386482
"6310",0
"6311",0
"6312",0
"6313",0.000222222222222222
"6314",0.00357777777777778
"6315",0.0123151758372347
"6316",0.00253772893772894
"6317",0.0246167286961404
"6318",0.000222222222222222
"6319",0.0321826598238363
"6320",0
"6321",0.00104166666666667
"6322",0.000181818181818182
"6323",0.000222222222222222
"6324",0.00184848484848485
"6325",0.000622222222222222
"6326",0.000444444444444444
"6327",0
"6328",0.000604040404040404
"6329",0.000222222222222222
"6330",0.00654069264069264
"6331",0.00389652292152292
"6332",0.0125885872297637
"6333",0.00115025889143536
"6334",0
"6335",0.00636840349193291
"6336",0.00506386946386946
"6337",0
"6338",0.00560460062813004
"6339",0
"6340",0.000666666666666667
"6341",0
"6342",0.0688864166878873
"6343",0.00148888888888889
"6344",0
"6345",0.00254640522875817
"6346",0.0238592526754291
"6347",0.78652377752966
"6348",0
"6349",0
"6350",0.000444444444444444
"6351",0.0050623428858723
"6352",0
"6353",0
"6354",0
"6355",0.0020687142922437
"6356",0.00230831390831391
"6357",0.0423303937892173
"6358",0.00405185337538279
"6359",0.000977777777777778
"6360",4e-04
"6361",0.000622222222222222
"6362",0
"6363",0.000222222222222222
"6364",0
"6365",0.000666666666666667
"6366",0
"6367",0.000266666666666667
"6368",0
"6369",0.0205242727860375
"6370",0.00234141414141414
"6371",0.0182860239433769
"6372",0
"6373",0.0024
"6374",0.00173333333333333
"6375",0.00173737373737374
"6376",0.000666666666666667
"6377",0.019235588061749
"6378",0
"6379",0.0114369769119769
"6380",0.000475845410628019
"6381",0.000222222222222222
"6382",0.00299368686868687
"6383",0.00974570707070707
"6384",0.0340227009918186
"6385",0
"6386",0.00553970473970474
"6387",0
"6388",0
"6389",0
"6390",0
"6391",0.000444444444444444
"6392",0.00258585858585859
"6393",0.0047
"6394",0.000888888888888889
"6395",0.00192784992784993
"6396",0.0034767082590612
"6397",0.0016969696969697
"6398",0.0038640522875817
"6399",0
"6400",0.00106666666666667
"6401",0.000222222222222222
"6402",0.00595252525252525
"6403",0.000776068376068376
"6404",0.0138064213564214
"6405",0
"6406",0
"6407",0.0067739898989899
"6408",0.707699222028402
"6409",0.0161315317035905
"6410",0.0011420814479638
"6411",0.0292120157620158
"6412",0.995120772854597
"6413",0.0139041197364727
"6414",0.0186895628880923
"6415",0.00141792929292929
"6416",0.0148123099123099
"6417",0
"6418",0.00238010878010878
"6419",0.0545936166774402
"6420",0
"6421",0.00630649350649351
"6422",0.000222222222222222
"6423",0.00193712953712954
"6424",0.00118888888888889
"6425",4e-04
"6426",0.00628322918911154
"6427",0.000181818181818182
"6428",0.00208888888888889
"6429",0
"6430",0.0560009926348161
"6431",0.00386666666666667
"6432",0.000844444444444444
"6433",0.00685118182471124
"6434",0.0521187973790915
"6435",0.0893922526819586
"6436",0
"6437",0.11518648704237
"6438",0.0014
"6439",0.000444444444444444
"6440",0.00322365967365967
"6441",0.00424537684537685
"6442",0.00383333333333333
"6443",0.00290254320842556
"6444",0
"6445",0.00647474747474748
"6446",0
"6447",0.00846648025177437
"6448",0.000644444444444444
"6449",0.00168717948717949
"6450",0.0018978354978355
"6451",0
"6452",0
"6453",0
"6454",0
"6455",0.000666666666666667
"6456",0
"6457",0.00640879479997127
"6458",0.00163030303030303
"6459",0
"6460",0.000944444444444444
"6461",0
"6462",0
"6463",0.00106666666666667
"6464",0.00166111111111111
"6465",0
"6466",0.00945702908202908
"6467",0.000222222222222222
"6468",0.0275274833010127
"6469",0.0201051949684302
"6470",0.000222222222222222
"6471",0.142943653242183
"6472",0.83736884341149
"6473",0
"6474",0
"6475",0.00107002801120448
"6476",0.00417303807303807
"6477",0.000666666666666667
"6478",0.00124444444444444
"6479",0.00864482837424014
"6480",0.0723528169542875
"6481",0
"6482",0.0211778729440494
"6483",0
"6484",0.00684846542346542
"6485",0.000557886557886558
"6486",0.000666666666666667
"6487",0
"6488",0.0111360195360195
"6489",0.00714803807303807
"6490",0
"6491",4e-04
"6492",0
"6493",0.000222222222222222
"6494",0.000495798319327731
"6495",0.0393929325576384
"6496",2e-04
"6497",0.000888888888888889
"6498",0
"6499",0.00312409812409812
"6500",0.00173015873015873
"6501",0
"6502",0.00248256188256188
"6503",0.000133333333333333
"6504",0.00106666666666667
"6505",2e-04
"6506",0.00563434343434344
"6507",0.000888888888888889
"6508",0
"6509",0
"6510",0
"6511",0
"6512",0
"6513",0.00688729571082512
"6514",0.00153370681605976
"6515",0.000666666666666667
"6516",0.00939645893322364
"6517",0.00128888888888889
"6518",0.00109915966386555
"6519",0
"6520",0
"6521",0.0099600118835413
"6522",0
"6523",0
"6524",0.000713888888888889
"6525",0
"6526",0.0410222599296128
"6527",0
"6528",0.0106902852049911
"6529",0.013378043035396
"6530",0.0043224458547988
"6531",0.0641850995409819
"6532",2e-04
"6533",0
"6534",2e-04
"6535",0
"6536",0.00611587301587302
"6537",0
"6538",0.000222222222222222
"6539",0.000133333333333333
"6540",0
"6541",0.00467713675213675
"6542",0.000125
"6543",0
"6544",2e-04
"6545",0
"6546",0.00545457728545964
"6547",0.000888888888888889
"6548",0.00501287878787879
"6549",0.00674207818325465
"6550",0.00621616161616162
"6551",0.00495537599655247
"6552",0.000888888888888889
"6553",0.000666666666666667
"6554",0
"6555",0.00316862745098039
"6556",0.00194386724386724
"6557",0.000866666666666667
"6558",0.000422222222222222
"6559",0.00130426517926518
"6560",0.125273580177992
"6561",0
"6562",0.0471890472272825
"6563",0.000822222222222222
"6564",0
"6565",0.00807070707070707
"6566",0.000888888888888889
"6567",0.00367320261437908
"6568",0
"6569",0.0191002257546375
"6570",0
"6571",0.0214199031360796
"6572",0.00863297225650167
"6573",0.0230934046345811
"6574",0.0210819435466494
"6575",0.000153846153846154
"6576",0.0180637016578193
"6577",0.00485833333333333
"6578",0
"6579",0.143289296977532
"6580",0.135441725268196
"6581",0
"6582",0.0049010101010101
"6583",0
"6584",0.0612628477731419
"6585",0.0048979242979243
"6586",0.0143353107676637
"6587",0.0675914556032203
"6588",0
"6589",0.000181818181818182
"6590",0.00115555555555556
"6591",0.876919230279525
"6592",0.00814373383754189
"6593",0
"6594",0.0638694733371204
"6595",0.00223030303030303
"6596",0.00120653594771242
"6597",0.0209468448218448
"6598",0.000222222222222222
"6599",0
"6600",0.00164102564102564
"6601",2e-04
"6602",0.0339967677747089
"6603",0.0249941021396904
"6604",0.0281055134408076
"6605",0.0489291437320849
"6606",0.000666666666666667
"6607",0.00314220028337675
"6608",0.0303366618675442
"6609",0.000988235294117647
"6610",0
"6611",6e-04
"6612",0
"6613",0.0394859304094598
"6614",0.000888888888888889
"6615",0.000222222222222222
"6616",0.0130040051451816
"6617",0.000626262626262626
"6618",0.00872513254719137
"6619",0.00896383746971982
"6620",0
"6621",0.095548744392862
"6622",0.000444444444444444
"6623",0.000266666666666667
"6624",0.0166039266289266
"6625",0.00462624956742604
"6626",0.00717551990493167
"6627",0
"6628",0
"6629",0
"6630",0.000363636363636364
"6631",0.00185098039215686
"6632",0.0156817564788153
"6633",0.014014119867061
"6634",0.0559250788427259
"6635",0
"6636",0
"6637",0.00362222222222222
"6638",0.0331461825755943
"6639",0.00931515151515152
"6640",0.000222222222222222
"6641",0.00346349206349206
"6642",0.00771126063479005
"6643",0.00610087298322593
"6644",0
"6645",0.000222222222222222
"6646",0
"6647",0.00197460317460317
"6648",0.0039764418587948
"6649",0.00135555555555556
"6650",0
"6651",0.00288055555555556
"6652",0
"6653",0.0354568529509706
"6654",0.003185179526356
"6655",0.000307692307692308
"6656",0.000461538461538462
"6657",0
"6658",0
"6659",0.00305656565656566
"6660",0.000888888888888889
"6661",0.0109016774075598
"6662",0
"6663",2e-04
"6664",0
"6665",0
"6666",0.000153846153846154
"6667",0.00289292929292929
"6668",0.00173333333333333
"6669",0.00711657754010695
"6670",0
"6671",0.00104444444444444
"6672",0.0239030574001162
"6673",0.00342704876822524
"6674",0.00278181818181818
"6675",0.00108888888888889
"6676",0.0872081630787513
"6677",0.0123889045594928
"6678",0.00696229930200518
"6679",0
"6680",0.000222222222222222
"6681",0
"6682",0.00801050420168067
"6683",0.973512440663912
"6684",0.00120653594771242
"6685",0.00213333333333333
"6686",0.0122014763014763
"6687",0.0171745104740461
"6688",0.00120808080808081
"6689",0.00377755577755578
"6690",0
"6691",0.00139393939393939
"6692",0
"6693",0.00351111111111111
"6694",0.0855392956716486
"6695",0.000307692307692308
"6696",0.00104292929292929
"6697",0.00138095238095238
"6698",0.00131111111111111
"6699",0.00141880341880342
"6700",2e-04
"6701",0
"6702",0.000222222222222222
"6703",0
"6704",0.000444444444444444
"6705",0.000444444444444444
"6706",0.216266044112407
"6707",0.0173354403766168
"6708",0.00608731268731269
"6709",0.00428860551213492
"6710",0
"6711",0
"6712",0.000381818181818182
"6713",0.97938653193212
"6714",0
"6715",0.00423300310800311
"6716",0
"6717",0.000222222222222222
"6718",0.0854617500146912
"6719",0.00155238095238095
"6720",0.372396284108049
"6721",0.00105555555555556
"6722",0.00965018559871501
"6723",0.00131111111111111
"6724",0
"6725",0.00393253968253968
"6726",0.000384313725490196
"6727",0
"6728",0.0497793009278303
"6729",0
"6730",0.00301111111111111
"6731",0
"6732",0.00106666666666667
"6733",0
"6734",0
"6735",0.0486541254497136
"6736",0.000222222222222222
"6737",0.00866339183692125
"6738",0.000222222222222222
"6739",0.00511212121212121
"6740",0.000166666666666667
"6741",0.000333333333333333
"6742",0.00610916273269214
"6743",0
"6744",0
"6745",0.00513002079619727
"6746",0.000285714285714286
"6747",0
"6748",0.000222222222222222
"6749",0.00110849673202614
"6750",0
"6751",0.000866666666666667
"6752",0.00649384112619407
"6753",0
"6754",0.0470721120382885
"6755",0.00144273504273504
"6756",0.741331613321319
"6757",2e-04
"6758",0.000666666666666667
"6759",0.00518181818181818
"6760",0.000333333333333333
"6761",0
"6762",0.00940087184057772
"6763",0
"6764",0.00335431512931513
"6765",0.927684573759574
"6766",0
"6767",0.000444444444444444
"6768",0
"6769",0
"6770",0.000844444444444444
"6771",0
"6772",0.00196710870828518
"6773",0
"6774",0.00280959595959596
"6775",0.00320187165775401
"6776",0
"6777",0.000444444444444444
"6778",0
"6779",0
"6780",0.00371956931956932
"6781",0.00216351752822341
"6782",0.00148717948717949
"6783",0.000388888888888889
"6784",0.000222222222222222
"6785",0
"6786",0.0287344769609475
"6787",0.0165117549117549
"6788",0.122186381755499
"6789",0
"6790",0.00449239453357101
"6791",0
"6792",0.00429025419025419
"6793",0.000444444444444444
"6794",0.00521002216737511
"6795",0.000444444444444444
"6796",0.0128392585742431
"6797",0.0276178024589789
"6798",0.00342272498743087
"6799",0
"6800",0.000404040404040404
"6801",0.0230567354214413
"6802",0
"6803",0
"6804",0
"6805",0.00213982683982684
"6806",0
"6807",0.00222222222222222
"6808",0.00870437862790804
"6809",0.00802462113050349
"6810",0.0021965811965812
"6811",0.00542724301841949
"6812",0
"6813",0.00242875816993464
"6814",0.00176916416916417
"6815",0.00730546283781578
"6816",0.000222222222222222
"6817",0.0486047620679974
"6818",0.0344630408806879
"6819",0
"6820",0.010221756021756
"6821",0.00493395493395493
"6822",0
"6823",0
"6824",0
"6825",0.00839553387788682
"6826",0.0018952380952381
"6827",0.00102626262626263
"6828",0.00157171717171717
"6829",0.0046283189033189
"6830",0.0673521527492115
"6831",0.000450980392156863
"6832",0.000444444444444444
"6833",0.00155555555555556
"6834",0.00045
"6835",0
"6836",5e-04
"6837",0
"6838",0
"6839",0.00396594516594516
"6840",0
"6841",0.00515283605283605
"6842",0.598941424597075
"6843",0
"6844",0.0077929292929293
"6845",0.0331832899127017
"6846",0.00547149321266968
"6847",0.00386666666666667
"6848",0.0332868533427357
"6849",0.00155555555555556
"6850",0
"6851",0.000444444444444444
"6852",0.00080952380952381
"6853",0.00156666666666667
"6854",0.000422222222222222
"6855",0.0271201239936534
"6856",0
"6857",0.00621883084236025
"6858",0.000444444444444444
"6859",0
"6860",0.00107157287157287
"6861",0
"6862",0
"6863",0.000666666666666667
"6864",0.103575792508145
"6865",0
"6866",0.0142342234562823
"6867",4e-04
"6868",0
"6869",0
"6870",0.000791666666666667
"6871",0.000666666666666667
"6872",0.00262222222222222
"6873",0.00191111111111111
"6874",0
"6875",0.000566666666666667
"6876",0.000791666666666667
"6877",0.0185437908496732
"6878",0
"6879",0.000888888888888889
"6880",0.00553489729225024
"6881",0.00295483405483405
"6882",0.00197777777777778
"6883",0.000392857142857143
"6884",0.000181818181818182
"6885",0.00191515151515152
"6886",0.0160875248934072
"6887",0.000444444444444444
"6888",0.00177777777777778
"6889",0
"6890",0
"6891",0.000222222222222222
"6892",0
"6893",0
"6894",0
"6895",0.00351728075845723
"6896",8e-04
"6897",0
"6898",0
"6899",0.00103030303030303
"6900",0.00354273504273504
"6901",0.00111111111111111
"6902",0.00987149647737883
"6903",0
"6904",0.00287419769772711
"6905",0.00129292929292929
"6906",0.00335153735153735
"6907",0.000404040404040404
"6908",0.00277777777777778
"6909",0.000753846153846154
"6910",0.000588888888888889
"6911",0.000666666666666667
"6912",0.0322733008821244
"6913",0.00715042735042735
"6914",0.00100653594771242
"6915",0.000626262626262626
"6916",0.00136111111111111
"6917",0.00448888888888889
"6918",0.00106666666666667
"6919",0.0416722458913635
"6920",0.00996660724896019
"6921",0.0333728472507884
"6922",0.00397516339869281
"6923",0
"6924",4e-04
"6925",6e-04
"6926",0.00783131313131313
"6927",0.00290505050505051
"6928",0.000222222222222222
"6929",0.0252028198925257
"6930",0
"6931",0.000142857142857143
"6932",0.0122085745953393
"6933",0
"6934",0
"6935",0.000626262626262626
"6936",0.00647213309566251
"6937",0
"6938",0.00337002801120448
"6939",0.000222222222222222
"6940",0.000222222222222222
"6941",0
"6942",0.00579946524064171
"6943",0.000930555555555556
"6944",0.000588235294117647
"6945",0
"6946",0.00449282939282939
"6947",2e-04
"6948",0.000626262626262626
"6949",8e-04
"6950",0.000181818181818182
"6951",0.00102222222222222
"6952",0
"6953",0.000222222222222222
"6954",0.000866666666666667
"6955",0.00182516339869281
"6956",0.000626262626262626
"6957",0.000422222222222222
"6958",0
"6959",0.00237070707070707
"6960",0.00117435897435897
"6961",0.00497579365079365
"6962",0.130849280131633
"6963",0.00165555555555556
"6964",0.00112875816993464
"6965",0.0711733248777366
"6966",0
"6967",0.00105555555555556
"6968",0.00164535464535465
"6969",0
"6970",0
"6971",0.0225452949011772
"6972",0.000955555555555556
"6973",0
"6974",0.0539375568875568
"6975",0
"6976",0.0052
"6977",0
"6978",0.00167619047619048
"6979",0.00344848484848485
"6980",0.00394935064935065
"6981",0.755683935835406
"6982",0
"6983",0.000622222222222222
"6984",0.00357126729479671
"6985",0
"6986",0
"6987",0.00256594516594517
"6988",0.000375
"6989",0.123838457637993
"6990",0.00142455322455322
"6991",0.00206666666666667
"6992",0.106355463817229
"6993",0.014757150039503
"6994",0.022259924715807
"6995",0.0115335788394612
"6996",0.00773267973856209
"6997",0.00904695680136857
"6998",0.00228888888888889
"6999",0.000444444444444444
"7000",0
"7001",0
"7002",0.000422222222222222
"7003",0.000444444444444444
"7004",0.021126642148701
"7005",0
"7006",0.0111709581268405
"7007",0.0030297619047619
"7008",0.000422222222222222
"7009",0.000428571428571429
"7010",0
"7011",0.0165458007678596
"7012",0.0791498798587034
"7013",0.000566666666666667
"7014",0.00786072261072261
"7015",0.000444444444444444
"7016",0.0076454236939531
"7017",0.0061534632034632
"7018",0
"7019",0.0667589679927915
"7020",0.0120343434343434
"7021",0
"7022",0.000666666666666667
"7023",2e-04
"7024",0.000117647058823529
"7025",0.248124469579268
"7026",0
"7027",0.000797385620915033
"7028",0
"7029",0
"7030",0.000166666666666667
"7031",0
"7032",0.00506815406815407
"7033",0.0152507394566218
"7034",0
"7035",0.0156623836947366
"7036",0.00307070707070707
"7037",0
"7038",0.00882360580595875
"7039",0.0158914862914863
"7040",2e-04
"7041",0.00284325396825397
"7042",0
"7043",0.00257097428715076
"7044",0
"7045",0
"7046",0.00251111111111111
"7047",0.000404040404040404
"7048",0.00986204906204906
"7049",0.00902129781982723
"7050",0.000444444444444444
"7051",0
"7052",0
"7053",2e-04
"7054",0
"7055",0.0199309736015618
"7056",0.00244444444444444
"7057",0.00259722222222222
"7058",0.0156888286550051
"7059",2e-04
"7060",0.00518531746031746
"7061",0.000361111111111111
"7062",0.000222222222222222
"7063",0
"7064",0.001592394533571
"7065",0.0393207392280921
"7066",0.00225555555555556
"7067",0.254806882170118
"7068",0.000222222222222222
"7069",0.00444630924630925
"7070",0
"7071",0.00187070707070707
"7072",0.0429014356558474
"7073",0.00896394716394717
"7074",0.00101388888888889
"7075",0.0934616984322866
"7076",0.00519722222222222
"7077",0.000888888888888889
"7078",0.0188076423576423
"7079",0
"7080",0.000444444444444444
"7081",0.0182198566139742
"7082",0
"7083",0.0642967566746978
"7084",0.0140756170300288
"7085",0
"7086",0.0148181002004531
"7087",0.00364444444444444
"7088",0.00431053391053391
"7089",0.000222222222222222
"7090",0.0061970251970252
"7091",0.00187474747474747
"7092",2e-04
"7093",0.00689093026856185
"7094",0.00724938754056401
"7095",0.0065073379235144
"7096",0.037297894589071
"7097",0.00168888888888889
"7098",0
"7099",0
"7100",0.000222222222222222
"7101",0.00233838383838384
"7102",0
"7103",0.00259184149184149
"7104",0
"7105",0
"7106",0.0033034632034632
"7107",0.000166666666666667
"7108",0.000866666666666667
"7109",0.000222222222222222
"7110",0.0961317535405772
"7111",0.000422222222222222
"7112",0
"7113",0
"7114",0
"7115",0.000666666666666667
"7116",0.00656162171162171
"7117",0
"7118",0
"7119",0.0758191628632805
"7120",0.0151522022095551
"7121",0.00857727272727273
"7122",0
"7123",0.000666666666666667
"7124",0.00467832722832723
"7125",0.639296292596293
"7126",0.000644444444444444
"7127",0.0175828228960582
"7128",0.000444444444444444
"7129",0.0811091578356284
"7130",0
"7131",0.00929646464646465
"7132",0.00216666666666667
"7133",0.000557798573975045
"7134",0.000666666666666667
"7135",0.018573882163588
"7136",0.00182752525252525
"7137",0
"7138",0.0579919975449387
"7139",0
"7140",0.0124531274281274
"7141",0.0171357789269554
"7142",0
"7143",0.00521802054154995
"7144",0
"7145",0.00813562515915457
"7146",0.00108888888888889
"7147",0
"7148",0.00102222222222222
"7149",0
"7150",0
"7151",0.0317534188034188
"7152",0.00511439279674574
"7153",0.000644444444444444
"7154",0.000604040404040404
"7155",4e-04
"7156",0.00343647186147186
"7157",0.000444444444444444
"7158",0
"7159",0.0134099203084497
"7160",0
"7161",0.00401212121212121
"7162",0.00354545454545455
"7163",0.000222222222222222
"7164",0
"7165",0
"7166",2e-04
"7167",0.00647688422688423
"7168",0.000222222222222222
"7169",0.131784789720084
"7170",0.000644444444444444
"7171",0.000444444444444444
"7172",0.019310101010101
"7173",0.0214493439566969
"7174",0
"7175",0
"7176",0.000792929292929293
"7177",0.000777777777777778
"7178",0
"7179",0
"7180",0.000166666666666667
"7181",0
"7182",0.00934077083047671
"7183",0.00172156862745098
"7184",0
"7185",0
"7186",0.0178035802432861
"7187",0.0124251527883881
"7188",0.00126050420168067
"7189",4e-04
"7190",0.0107836132821427
"7191",0.0118359612609613
"7192",0.00319052059052059
"7193",0.0241586429909959
"7194",0.0108817904317904
"7195",0.996088888888889
"7196",0
"7197",0.00400179950768186
"7198",0.000181818181818182
"7199",0.000181818181818182
"7200",0.00131457431457431
"7201",0.027276885206297
"7202",0
"7203",0
"7204",0.00498181818181818
"7205",0.0066699494949495
"7206",0.0145978732052261
"7207",0.00223531746031746
"7208",0
"7209",0.010405879088232
"7210",0.00107777777777778
"7211",0
"7212",0.00264677544677545
"7213",0
"7214",0.0626686649951356
"7215",0.0142791729512318
"7216",0.0076040404040404
"7217",0
"7218",0.00244668746286393
"7219",0.0038640522875817
"7220",0.00139722222222222
"7221",0.0117746031746032
"7222",0.0144218742042271
"7223",0
"7224",0.00144337492572787
"7225",0.000444444444444444
"7226",0.000555555555555556
"7227",0.000222222222222222
"7228",0.000181818181818182
"7229",0.0199446538755362
"7230",0.00128272642390289
"7231",0.0492470488661665
"7232",0.00212051282051282
"7233",0.015431906981907
"7234",0.00827445887445887
"7235",0.000222222222222222
"7236",0.0289810655031243
"7237",0
"7238",0
"7239",0.000222222222222222
"7240",0
"7241",0.0555791025967496
"7242",0.0281399553061318
"7243",0.00720758130758131
"7244",0.00203578643578644
"7245",0
"7246",0.0139835497835498
"7247",0
"7248",0
"7249",0
"7250",0.0129338383838384
"7251",0.0445322121892555
"7252",0.000355555555555556
"7253",0
"7254",0.00205384615384615
"7255",0.0010040404040404
"7256",0.00242383172383172
"7257",0.000650793650793651
"7258",0.0200423486644075
"7259",0.0275558121187378
"7260",0.0609738034840976
"7261",2e-04
"7262",0
"7263",0.00687389016212546
"7264",0.000381818181818182
"7265",0.00175617715617716
"7266",0.000222222222222222
"7267",0.000222222222222222
"7268",0.000222222222222222
"7269",0.00551055611055611
"7270",0.00106666666666667
"7271",0.000562091503267974
"7272",0.00392222222222222
"7273",0
"7274",0.000444444444444444
"7275",0.000837606837606838
"7276",0
"7277",0.029009838690721
"7278",0.000222222222222222
"7279",0.00145751633986928
"7280",0.00498354978354978
"7281",0.000622222222222222
"7282",0.101519554138672
"7283",0
"7284",0.000222222222222222
"7285",0.0182951613745731
"7286",0.00201773504273504
"7287",0.00212247360482655
"7288",0.000666666666666667
"7289",0.000626262626262626
"7290",0
"7291",0
"7292",0
"7293",0.00267878787878788
"7294",0.00214918300653595
"7295",0.00246641414141414
"7296",0.00206060606060606
"7297",0.021678689774278
"7298",0.000222222222222222
"7299",0.000117647058823529
"7300",0.045419983937631
"7301",0.00421489898989899
"7302",0
"7303",0.00388585858585859
"7304",0
"7305",0.0106980591304121
"7306",0.0244996139481434
"7307",0.00168181818181818
"7308",0.00255873015873016
"7309",0
"7310",0
"7311",0.000181818181818182
"7312",0
"7313",0.00111111111111111
"7314",0.0141206376956377
"7315",0.0022
"7316",0
"7317",0
"7318",0
"7319",0.000222222222222222
"7320",0.000444444444444444
"7321",0.00661429681429681
"7322",0.0068992784992785
"7323",0.000222222222222222
"7324",0
"7325",0
"7326",0.00221904761904762
"7327",0.00272121212121212
"7328",0
"7329",0
"7330",0.00275555555555556
"7331",0.00133333333333333
"7332",4e-04
"7333",0
"7334",0.000222222222222222
"7335",0.0161880789145495
"7336",0.000444444444444444
"7337",0.00908324616559911
"7338",0.00846096126096126
"7339",6e-04
"7340",0.0073777183600713
"7341",0.000222222222222222
"7342",0.000888888888888889
"7343",0
"7344",0.00624380341880342
"7345",0.00496362885480532
"7346",0.00271919191919192
"7347",0.000222222222222222
"7348",0.00992921408656702
"7349",0.000461538461538462
"7350",0.0132435786435786
"7351",0.0025018759018759
"7352",0.00176767676767677
"7353",0.000181818181818182
"7354",0.00106666666666667
"7355",0
"7356",0.00104444444444444
"7357",0.00697401291518939
"7358",0.000222222222222222
"7359",0
"7360",0.121672565179918
"7361",0.00631253713606655
"7362",0.165139233152469
"7363",0
"7364",0.0024
"7365",0.00314689754689755
"7366",0.0276444357929652
"7367",0
"7368",0
"7369",0.000125
"7370",0.00860301332654274
"7371",0
"7372",0
"7373",0.00318073038073038
"7374",0.0199470371132136
"7375",2e-04
"7376",0.0294792521204286
"7377",0
"7378",0.00939330277565572
"7379",0
"7380",0.00286153846153846
"7381",0.143560719998956
"7382",0
"7383",0.000365079365079365
"7384",0
"7385",0
"7386",0.000822222222222222
"7387",0.000695424836601307
"7388",0
"7389",0
"7390",6e-04
"7391",0.0072363339275104
"7392",0.00756474358974359
"7393",0
"7394",0.00052991452991453
"7395",0.207148889345948
"7396",0.003925
"7397",0
"7398",0.00122222222222222
"7399",0
"7400",0.00425300059417707
"7401",0
"7402",0.0028
"7403",0.000666666666666667
"7404",0.343790287653523
"7405",0.100360888947654
"7406",0.000404040404040404
"7407",0.0904042516307223
"7408",0.000333333333333333
"7409",0.000844444444444444
"7410",0.00553465309200603
"7411",0.00391951871657754
"7412",0.00103267973856209
"7413",0.149184138685532
"7414",0.00318888888888889
"7415",0.0553628223084105
"7416",0.00293482726423903
"7417",0
"7418",0.0487980424374387
"7419",0.000533333333333333
"7420",0.0784263328175093
"7421",0
"7422",0.00205555555555556
"7423",4e-04
"7424",0.00102222222222222
"7425",0
"7426",0.0525260548275254
"7427",0
"7428",0.000222222222222222
"7429",0.000485714285714286
"7430",0.000287179487179487
"7431",0.0195699545552487
"7432",0.0050239121989122
"7433",0.0366101127630539
"7434",0.000133333333333333
"7435",0
"7436",0.0014969696969697
"7437",0.00327857142857143
"7438",0.986393044210691
"7439",0.0095041269188328
"7440",0
"7441",0.00100653594771242
"7442",0.000222222222222222
"7443",0
